-80.68610635 14.21344486
-79.45111492 14.34831645
-78.35334477 14.20945041
-77.11835334 13.9333631
-76.02058319 14.34244226
-75.19725557 14.20404615
-74.09948542 14.2021664
-73.00171527 14.06330036
-71.62950257 13.78697808
-70.53173242 13.51112573
-69.43396226 13.37225969
-67.9245283 12.82172983
-66.96397942 12.82008506
-65.86620926 12.68121901
-64.76843911 12.26838037
-64.08233276 11.71926032
-62.98456261 11.30642167
-61.74957118 11.30430696
-61.06346484 11.02915952
-60.24013722 10.34281821
-59.82847341 9.657181795
-59.55403087 9.108766653
-59.14236707 8.697102845
-58.31903945 8.284734134
-57.49571184 8.009351723
-56.80960549 8.145163185
-55.8490566 8.14351841
-55.02572899 7.868135999
-54.33962264 7.592988557
-53.37907376 7.180384877
-52.55574614 6.494043563
-51.45797599 5.670246011
-50.90909091 4.984374633
-50.36020583 4.435489556
-49.67409949 3.886369511
-48.7135506 2.788834324
-48.02744425 2.239714279
-47.34133791 1.690594234
-46.65523156 1.415446792
-45.83190395 1.140064381
-45.83190395 1.688009587
-46.10634648 1.962452125
-46.10634648 2.373411029
-45.42024014 2.509222491
-44.73413379 2.508047651
-43.77358491 2.369416575
-43.3619211 1.957752767
-42.40137221 1.682135389
-41.30360206 1.269296741
-40.2058319 1.404403299
-39.10806175 1.676496158
-38.14751286 1.674851383
-37.18696398 2.084165511
-35.67753002 1.944594563
-34.44253859 2.901383961
-33.89365352 3.585375596
-33.0703259 3.994924693
-32.52144082 4.678916328
-31.2864494 4.676801617
-30.05145798 4.948659508
-28.54202401 5.083061162
-27.16981132 5.491670387
-26.07204117 5.352804342
-25.24871355 5.488380836
-24.28816467 5.486736061
-23.32761578 5.485091285
-22.09262436 5.756949176
-21.13207547 6.029277004
-19.75986278 6.163913626
-18.93653516 6.29949012
-17.97598628 6.434831645
-17.01543739 6.844145774
-15.91766724 7.116238633
-15.09433962 7.52578773
-14.81989708 8.210249301
-15.09433962 8.48469184
-15.50600343 8.485396743
-16.05488851 8.623322916
-16.74099485 8.624497756
-16.87821612 8.624732724
-17.4271012 8.07772739
-17.97598628 8.078667262
-18.38765009 8.079372166
-18.79931389 8.491035974
-19.34819897 8.491975845
-19.75986278 8.62966705
-20.58319039 8.631076858
-20.72041166 8.631311826
-21.81818182 8.496205268
-21.95540309 8.496440236
-22.22984563 8.496910172
-22.3670669 8.634131441
-22.7787307 8.634836345
-22.7787307 8.634836345
-23.60205832 8.636246152
-24.01372213 8.636951056
-24.5626072 8.637890928
-24.97427101 8.50160953
-25.24871355 8.502079466
-25.9348199 8.503254306
-25.9348199 8.503254306
-26.62092624 8.367442844
-27.30703259 8.505603985
-27.99313894 8.643765126
-28.81646655 8.645174934
-29.5025729 8.646349773
-30.46312178 8.511008247
-31.01200686 8.64893442
-31.42367067 8.512653023
-31.83533448 8.513357927
-31.83533448 8.513357927
-32.24699828 8.51406283
-32.65866209 8.651754036
-32.93310463 8.652223971
-33.34476844 8.652928875
-33.48198971 8.790150145
-33.89365352 8.92784135
-34.30531732 9.065532555
-34.8542024 9.340445029
-35.81475129 9.616062407
-36.36363636 9.617002279
-36.77530017 9.754693484
-37.32418525 9.892619657
-37.46140652 10.02984093
-38.14751286 10.03101577
-38.55917667 10.30569327
-38.69639794 10.57990084
-38.69639794 10.71688714
-39.38250429 10.71806198
-39.65694683 10.85551822
-40.48027444 10.85692803
-40.89193825 10.72064663
-41.16638079 10.72111657
-41.9897084 10.72252638
-42.26415094 10.72299631
-42.67581475 10.86068752
-43.22469983 10.86162739
-43.3619211 10.86186236
-43.63636364 10.86233229
-43.91080617 10.99978853
-44.45969125 11.0007284
-44.73413379 11.00119834
-45.28301887 11.00213821
-45.69468268 11.00284311
-45.83190395 11.00307808
-46.24356775 11.27775559
-46.51801029 11.41521182
-46.9296741 11.41591673
-47.34133791 11.41662163
-47.61578045 11.41709157
-48.02744425 11.55478277
-48.43910806 11.69247398
-48.7135506 11.69294391
-48.98799314 11.69341385
-49.94854202 11.96903123
-50.36020583 12.38069504
-50.90909091 12.51862121
-51.59519726 12.65678235
-51.59519726 12.65678235
-52.14408233 12.93169482
-52.69296741 13.3435936
-53.10463122 13.4812848
-53.79073756 13.75643225
-54.0651801 14.03087479
-54.88850772 14.5802298
-55.4373928 14.99212857
-55.8490566 15.54077868
-56.26072041 15.81545619
-56.12349914 16.08919383
-55.98627787 16.49991776
-56.39794168 16.91158157
-56.80960549 16.91228647
-57.08404803 17.04974271
-57.49571184 17.32442022
-57.77015437 17.73584906
-58.18181818 18.28449917
-58.18181818 18.28449917
-58.86792453 18.83361921
-58.86792453 18.83361921
-59.27958834 18.97131042
-59.96569468 19.24645786
-60.7890223 20.20677178
-61.06346484 20.75518692
-61.33790738 20.89264315
-61.88679245 21.03056933
-62.29845626 21.03127423
-62.84734134 21.0322141
-62.84734134 21.0322141
