-100 32
15 32
15 -25
-56 -25
-77  7.83
-78.5 9.1
-79.3 9.1
-80.83 8.5
-81.75 8.7
-84.66 10.75
-85.33 12.33
-90.6 16
-97.3 18.5
-100 20.75
